,id,LWR_route,RWR_route,TE_route,RB_route,Flex_route
3150,2021100300-4395,middle_deep,middle_deep,left_shallow,middle_shallow,middle_shallow
3151,2021100300-4436,middle_deep,middle_deep,middle_deep,left_shallow,left_shallow
3152,2021100300-4479,middle_deep,middle_shallow,middle_shallow,right_shallow,left_shallow
3153,2021100300-4539,middle_deep,middle_deep,middle_deep,left_shallow,middle_deep
3154,2021100301-59,middle_deep,left_shallow,other,other,left_deep
3155,2021100301-449,right_shallow,middle_deep,other,left_shallow,left_shallow
3156,2021100301-518,right_shallow,right_shallow,middle_deep,middle_shallow,middle_deep
3157,2021100301-698,left_deep,middle_shallow,left_deep,middle_shallow,left_deep
3158,2021100301-909,middle_deep,left_deep,other,right_shallow,other
3159,2021100301-938,left_deep,right_shallow,left_deep,other,middle_deep
3160,2021100301-957,right_deep,middle_shallow,left_shallow,right_shallow,middle_deep
3161,2021100301-981,right_shallow,left_shallow,right_shallow,middle_shallow,left_shallow
3162,2021100301-1112,middle_deep,middle_shallow,left_shallow,middle_shallow,right_shallow
3163,2021100301-1171,middle_shallow,middle_deep,right_shallow,right_shallow,right_deep
3164,2021100301-1214,middle_deep,middle_shallow,middle_deep,middle_shallow,middle_deep
3165,2021100301-1366,middle_shallow,right_shallow,left_shallow,middle_deep,middle_deep
3166,2021100301-1388,left_deep,right_deep,middle_deep,left_shallow,right_shallow
3167,2021100301-1456,middle_deep,middle_deep,other,middle_shallow,right_deep
3168,2021100301-1607,right_shallow,right_deep,right_deep,middle_shallow,middle_shallow
3169,2021100301-1629,right_deep,middle_deep,middle_shallow,left_shallow,right_shallow
3170,2021100301-1736,middle_shallow,middle_deep,left_deep,left_shallow,middle_deep
3171,2021100301-1783,middle_shallow,middle_deep,left_deep,left_shallow,right_shallow
3172,2021100301-1812,middle_shallow,left_shallow,middle_deep,right_shallow,left_shallow
3173,2021100301-1848,left_shallow,right_shallow,right_deep,right_shallow,middle_deep
3174,2021100301-1911,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
3175,2021100301-2076,left_deep,middle_deep,other,other,other
3176,2021100301-2168,middle_deep,middle_deep,left_shallow,other,middle_shallow
3177,2021100301-2370,right_shallow,left_deep,left_deep,middle_shallow,middle_deep
3178,2021100301-2451,middle_deep,right_deep,other,other,right_shallow
3179,2021100301-2496,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
3180,2021100301-2575,middle_deep,middle_deep,left_shallow,other,middle_deep
3181,2021100301-2879,right_shallow,left_shallow,right_shallow,left_shallow,left_shallow
3182,2021100301-2903,middle_shallow,left_shallow,middle_shallow,middle_shallow,other
3183,2021100301-3027,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_shallow
3184,2021100301-3056,middle_deep,middle_shallow,middle_shallow,middle_shallow,middle_deep
3185,2021100301-3172,middle_deep,left_shallow,right_shallow,other,middle_deep
3186,2021100301-3274,middle_shallow,middle_deep,left_shallow,middle_shallow,middle_deep
3187,2021100301-3303,middle_deep,left_shallow,middle_deep,other,middle_deep
3188,2021100301-3324,middle_deep,left_deep,middle_deep,middle_shallow,middle_shallow
3189,2021100301-3369,middle_deep,middle_deep,middle_shallow,middle_shallow,right_deep
3190,2021100301-3506,middle_deep,left_shallow,other,right_shallow,left_shallow
3191,2021100301-3636,middle_shallow,right_deep,left_shallow,middle_shallow,middle_deep
3192,2021100301-3673,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_deep
3193,2021100301-3697,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
3194,2021100301-3736,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
3195,2021100301-3777,middle_deep,middle_deep,middle_deep,left_shallow,middle_deep
3196,2021100302-97,right_shallow,middle_shallow,left_shallow,middle_shallow,middle_deep
3197,2021100302-142,middle_shallow,middle_shallow,middle_deep,middle_shallow,right_shallow
3198,2021100302-208,middle_deep,left_deep,other,left_shallow,right_deep
3199,2021100302-401,right_shallow,middle_deep,right_shallow,other,middle_shallow
3200,2021100302-467,middle_deep,right_deep,middle_deep,right_shallow,middle_shallow
3201,2021100302-580,middle_deep,right_deep,left_shallow,right_deep,right_shallow
3202,2021100302-775,right_deep,middle_deep,right_shallow,middle_shallow,left_shallow
3203,2021100302-853,middle_shallow,middle_shallow,middle_deep,right_shallow,left_shallow
3204,2021100302-972,left_shallow,middle_shallow,middle_shallow,left_shallow,middle_shallow
3205,2021100302-1092,middle_deep,middle_deep,middle_shallow,left_deep,left_shallow
3206,2021100302-1137,middle_shallow,middle_shallow,right_shallow,left_shallow,middle_shallow
3207,2021100302-1172,left_shallow,middle_deep,middle_shallow,right_shallow,left_shallow
3208,2021100302-1215,middle_deep,middle_shallow,middle_shallow,middle_shallow,middle_deep
3209,2021100302-1236,middle_shallow,right_shallow,middle_shallow,right_deep,middle_shallow
3210,2021100302-1342,right_shallow,middle_shallow,left_shallow,left_shallow,left_shallow
3211,2021100302-1469,left_shallow,left_shallow,middle_deep,other,right_shallow
3212,2021100302-1491,middle_deep,middle_shallow,middle_deep,other,middle_deep
3213,2021100302-1557,middle_deep,middle_deep,right_deep,middle_shallow,middle_deep
3214,2021100302-1579,middle_deep,middle_deep,middle_deep,right_shallow,middle_deep
3215,2021100302-1701,middle_deep,middle_deep,middle_deep,middle_shallow,left_shallow
3216,2021100302-1811,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_shallow
3217,2021100302-1875,middle_shallow,middle_shallow,middle_deep,middle_shallow,middle_shallow
3218,2021100302-1933,right_shallow,left_shallow,left_shallow,other,left_shallow
3219,2021100302-1959,middle_deep,middle_deep,left_deep,right_shallow,middle_shallow
3220,2021100302-2054,left_deep,middle_deep,left_shallow,middle_shallow,middle_deep
3221,2021100302-2216,middle_shallow,middle_shallow,middle_shallow,middle_deep,middle_shallow
3222,2021100302-2336,middle_deep,middle_deep,right_shallow,middle_shallow,other
3223,2021100302-2382,left_deep,right_deep,left_deep,left_shallow,right_shallow
3224,2021100302-2471,middle_shallow,middle_deep,right_shallow,right_shallow,left_deep
3225,2021100302-2506,middle_shallow,left_shallow,left_shallow,left_shallow,right_shallow
3226,2021100302-2561,right_shallow,middle_deep,middle_shallow,left_shallow,middle_shallow
3227,2021100302-2585,left_deep,right_deep,middle_shallow,other,middle_deep
3228,2021100302-2691,right_shallow,left_shallow,right_shallow,other,left_shallow
3229,2021100302-2750,middle_deep,middle_deep,left_shallow,other,left_shallow
3230,2021100302-2774,middle_deep,right_shallow,right_shallow,middle_shallow,middle_deep
3231,2021100302-2798,middle_shallow,middle_shallow,middle_shallow,middle_deep,middle_shallow
3232,2021100302-2940,right_deep,middle_deep,middle_shallow,left_shallow,other
3233,2021100302-2992,right_deep,middle_deep,other,right_shallow,other
3234,2021100302-3108,right_shallow,middle_deep,middle_deep,right_shallow,right_deep
3235,2021100302-3191,middle_deep,left_shallow,middle_shallow,right_shallow,left_deep
3236,2021100302-3232,middle_deep,middle_deep,middle_deep,left_shallow,middle_shallow
3237,2021100302-3288,middle_deep,middle_shallow,other,left_shallow,middle_deep
3238,2021100302-3312,middle_deep,right_deep,right_shallow,left_shallow,middle_deep
3239,2021100302-3331,middle_deep,middle_deep,right_shallow,middle_shallow,middle_deep
3240,2021100302-3360,middle_deep,right_deep,right_shallow,right_shallow,middle_shallow
3241,2021100302-3384,middle_deep,middle_deep,middle_deep,middle_shallow,middle_deep
3242,2021100302-3524,middle_deep,middle_deep,right_deep,right_shallow,other
3243,2021100302-3640,right_shallow,middle_deep,middle_deep,other,right_shallow
3244,2021100302-3688,right_shallow,middle_deep,right_shallow,other,right_deep
3245,2021100302-3752,middle_deep,left_shallow,middle_deep,right_shallow,left_shallow
3246,2021100302-3773,right_deep,middle_shallow,middle_deep,middle_shallow,middle_deep
3247,2021100302-3795,left_deep,middle_shallow,left_shallow,middle_shallow,middle_shallow
3248,2021100302-3860,middle_deep,right_deep,middle_deep,middle_deep,middle_deep
3249,2021100302-3915,right_shallow,middle_deep,right_shallow,left_shallow,middle_deep
3250,2021100302-3946,middle_deep,left_deep,left_shallow,middle_shallow,left_deep
3251,2021100302-3982,middle_deep,middle_deep,left_shallow,middle_shallow,right_deep
3252,2021100302-4006,right_shallow,left_shallow,middle_shallow,other,left_shallow
3253,2021100302-4116,middle_shallow,middle_shallow,other,other,middle_shallow
3254,2021100303-111,left_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
3255,2021100303-173,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
3256,2021100303-199,middle_deep,middle_shallow,middle_deep,right_shallow,right_shallow
3257,2021100303-274,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_deep
3258,2021100303-370,middle_deep,right_deep,middle_shallow,left_shallow,middle_shallow
3259,2021100303-559,middle_deep,right_deep,other,middle_shallow,other
3260,2021100303-606,right_shallow,left_shallow,middle_deep,other,left_shallow
3261,2021100303-656,middle_deep,middle_deep,middle_shallow,right_shallow,left_shallow
3262,2021100303-701,middle_shallow,right_shallow,middle_deep,middle_deep,middle_deep
3263,2021100303-783,middle_shallow,right_shallow,middle_shallow,left_shallow,right_shallow
3264,2021100303-805,middle_shallow,right_shallow,middle_shallow,right_shallow,middle_shallow
3265,2021100303-933,left_shallow,middle_shallow,middle_shallow,right_shallow,middle_shallow
3266,2021100303-1002,right_shallow,middle_shallow,left_shallow,right_shallow,middle_shallow
3267,2021100303-1072,middle_deep,middle_deep,other,middle_shallow,other
3268,2021100303-1096,left_deep,middle_deep,middle_shallow,left_shallow,middle_shallow
3269,2021100303-1233,middle_deep,left_deep,left_shallow,right_shallow,left_deep
3270,2021100303-1257,left_shallow,middle_deep,left_shallow,other,middle_deep
3271,2021100303-1294,middle_deep,middle_deep,left_shallow,right_shallow,middle_deep
3272,2021100303-1339,middle_deep,middle_deep,other,middle_shallow,left_deep
3273,2021100303-1365,right_shallow,middle_deep,left_shallow,middle_shallow,middle_deep
3274,2021100303-1452,middle_shallow,right_shallow,middle_shallow,middle_shallow,right_shallow
3275,2021100303-1476,right_deep,left_deep,other,middle_shallow,left_shallow
3276,2021100303-1599,middle_shallow,middle_shallow,right_shallow,other,middle_shallow
3277,2021100303-1751,middle_deep,middle_shallow,middle_shallow,middle_deep,middle_shallow
3278,2021100303-1824,right_shallow,right_deep,middle_deep,left_shallow,middle_deep
3279,2021100303-1848,middle_shallow,middle_shallow,middle_shallow,middle_shallow,left_shallow
3280,2021100303-1915,middle_shallow,middle_shallow,middle_deep,middle_deep,middle_deep
3281,2021100303-1951,left_deep,middle_deep,right_shallow,middle_shallow,middle_deep
3282,2021100303-2022,middle_deep,middle_shallow,middle_deep,other,middle_deep
3283,2021100303-2046,middle_deep,middle_deep,middle_deep,right_shallow,right_shallow
3284,2021100303-2068,middle_deep,middle_deep,middle_deep,other,right_deep
3285,2021100303-2090,middle_shallow,middle_deep,middle_shallow,other,right_shallow
3286,2021100303-2131,middle_deep,middle_deep,left_shallow,right_shallow,middle_shallow
3287,2021100303-2254,middle_deep,left_shallow,right_shallow,other,middle_shallow
3288,2021100303-2299,right_shallow,right_deep,middle_shallow,right_shallow,middle_deep
3289,2021100303-2321,middle_deep,left_shallow,middle_shallow,other,middle_deep
3290,2021100303-2426,right_shallow,right_deep,middle_deep,other,left_deep
3291,2021100303-2503,right_shallow,right_shallow,middle_deep,other,middle_shallow
3292,2021100303-2525,middle_deep,left_shallow,left_shallow,middle_shallow,right_deep
3293,2021100303-2587,other,right_shallow,right_shallow,left_shallow,right_deep
3294,2021100303-2637,middle_shallow,middle_deep,middle_shallow,left_shallow,middle_shallow
3295,2021100303-2662,right_shallow,middle_deep,middle_shallow,right_shallow,left_shallow
3296,2021100303-2691,right_shallow,middle_deep,right_shallow,left_shallow,right_shallow
3297,2021100303-2713,middle_deep,middle_shallow,middle_deep,middle_shallow,other
3298,2021100303-2881,middle_deep,left_deep,left_shallow,middle_shallow,right_deep
3299,2021100303-2949,middle_shallow,middle_shallow,right_shallow,other,middle_shallow
3300,2021100303-3026,middle_shallow,middle_deep,other,middle_shallow,left_deep
3301,2021100303-3048,middle_shallow,middle_shallow,right_shallow,other,right_shallow
3302,2021100303-3219,middle_deep,middle_deep,middle_shallow,other,middle_deep
3303,2021100303-3238,left_deep,right_deep,middle_deep,right_shallow,middle_deep
3304,2021100303-3262,middle_shallow,middle_shallow,middle_shallow,other,left_shallow
3305,2021100303-3335,middle_deep,middle_deep,middle_deep,other,left_shallow
3306,2021100303-3392,middle_deep,middle_deep,other,middle_shallow,middle_shallow
3307,2021100303-3416,right_shallow,middle_shallow,left_shallow,middle_shallow,left_shallow
3308,2021100303-3440,middle_deep,middle_deep,middle_deep,middle_shallow,middle_deep
3309,2021100303-3464,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_shallow
3310,2021100303-3493,middle_shallow,middle_deep,other,right_shallow,left_shallow
3311,2021100303-3612,left_deep,right_deep,right_shallow,middle_shallow,middle_deep
3312,2021100303-3678,left_deep,middle_shallow,middle_deep,left_shallow,left_shallow
3313,2021100303-3703,middle_deep,middle_deep,middle_shallow,right_shallow,left_deep
3314,2021100303-3727,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
3315,2021100303-3749,right_shallow,middle_deep,middle_shallow,middle_shallow,middle_shallow
3316,2021100303-3823,middle_deep,left_shallow,left_shallow,other,right_deep
3317,2021100303-3857,middle_deep,middle_deep,left_shallow,other,middle_deep
3318,2021100303-3886,right_shallow,right_deep,middle_shallow,right_shallow,middle_deep
3319,2021100303-3919,left_shallow,middle_shallow,right_deep,left_deep,left_shallow
3320,2021100303-4068,right_deep,middle_deep,right_shallow,left_shallow,right_deep
3321,2021100304-76,middle_shallow,right_deep,middle_deep,middle_shallow,right_shallow
3322,2021100304-147,middle_shallow,left_shallow,middle_shallow,other,middle_deep
3323,2021100304-171,middle_deep,middle_shallow,middle_deep,middle_shallow,middle_deep
3324,2021100304-207,right_deep,middle_deep,middle_deep,other,middle_deep
3325,2021100304-484,right_shallow,right_deep,right_shallow,middle_shallow,left_deep
3326,2021100304-508,middle_shallow,left_deep,middle_deep,middle_shallow,left_shallow
3327,2021100304-573,right_shallow,middle_deep,middle_shallow,middle_shallow,middle_shallow
3328,2021100304-602,right_deep,middle_deep,other,right_shallow,other
3329,2021100304-679,middle_shallow,right_shallow,middle_shallow,middle_shallow,middle_shallow
3330,2021100304-703,middle_deep,middle_deep,middle_deep,right_shallow,other
3331,2021100304-748,right_deep,middle_deep,middle_deep,middle_shallow,middle_shallow
3332,2021100304-844,left_deep,middle_deep,middle_shallow,other,left_deep
3333,2021100304-965,middle_deep,left_deep,middle_deep,middle_shallow,middle_shallow
3334,2021100304-1021,left_deep,middle_deep,left_shallow,middle_deep,left_shallow
3335,2021100304-1115,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
3336,2021100304-1137,middle_deep,right_shallow,middle_shallow,other,right_deep
3337,2021100304-1197,left_deep,right_deep,right_deep,left_shallow,right_shallow
3338,2021100304-1219,middle_deep,middle_shallow,other,other,middle_deep
3339,2021100304-1243,middle_deep,left_shallow,other,right_shallow,left_shallow
3340,2021100304-1304,middle_shallow,middle_shallow,middle_deep,other,right_shallow
3341,2021100304-1357,left_deep,middle_deep,left_shallow,left_deep,right_shallow
3342,2021100304-1381,middle_deep,left_deep,left_shallow,left_shallow,left_deep
3343,2021100304-1405,middle_shallow,middle_shallow,middle_deep,left_shallow,middle_deep
3344,2021100304-1480,right_deep,middle_deep,middle_shallow,left_shallow,right_shallow
3345,2021100304-1525,middle_deep,middle_deep,left_shallow,middle_deep,middle_shallow
3346,2021100304-1547,middle_shallow,middle_deep,middle_deep,other,middle_deep
3347,2021100304-1588,middle_shallow,left_shallow,middle_deep,right_shallow,middle_deep
3348,2021100304-1629,middle_deep,left_shallow,left_shallow,middle_shallow,left_deep
3349,2021100304-1651,middle_shallow,right_shallow,right_shallow,middle_shallow,middle_deep
3350,2021100304-1734,right_shallow,right_deep,right_deep,middle_shallow,left_deep
3351,2021100304-1758,middle_deep,right_deep,middle_deep,middle_shallow,middle_deep
3352,2021100304-1839,middle_deep,middle_deep,middle_shallow,other,middle_deep
3353,2021100304-1957,middle_deep,middle_deep,middle_shallow,left_shallow,left_shallow
3354,2021100304-2044,right_deep,left_deep,right_shallow,middle_shallow,middle_shallow
3355,2021100304-2089,middle_shallow,right_shallow,middle_shallow,other,middle_deep
3356,2021100304-2158,right_shallow,middle_shallow,right_shallow,other,right_shallow
3357,2021100304-2265,left_shallow,left_deep,middle_deep,middle_shallow,middle_shallow
3358,2021100304-2361,right_shallow,middle_shallow,left_shallow,right_shallow,left_shallow
3359,2021100304-2383,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
3360,2021100304-2515,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
3361,2021100304-2597,middle_deep,right_deep,middle_deep,other,right_shallow
3362,2021100304-2619,left_deep,middle_deep,left_shallow,other,middle_deep
3363,2021100304-2643,middle_shallow,left_shallow,left_shallow,other,right_shallow
3364,2021100304-2703,middle_deep,middle_deep,left_deep,other,middle_deep
3365,2021100304-2788,middle_shallow,left_shallow,left_shallow,right_shallow,right_shallow
3366,2021100304-2868,middle_shallow,middle_deep,middle_deep,middle_shallow,middle_shallow
3367,2021100304-2892,left_deep,left_deep,middle_deep,other,middle_shallow
3368,2021100304-2926,middle_shallow,middle_deep,middle_deep,middle_shallow,middle_shallow
3369,2021100304-2948,middle_deep,middle_deep,other,other,middle_deep
3370,2021100304-3046,right_shallow,right_shallow,left_shallow,right_shallow,left_shallow
3371,2021100304-3102,right_deep,left_deep,other,other,left_shallow
3372,2021100304-3248,middle_deep,left_shallow,right_shallow,other,left_shallow
3373,2021100304-3344,middle_deep,left_shallow,middle_deep,left_shallow,left_shallow
3374,2021100304-3400,right_shallow,middle_deep,right_shallow,right_shallow,middle_deep
3375,2021100304-3424,middle_deep,right_shallow,middle_deep,other,middle_deep
3376,2021100304-3448,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_shallow
3377,2021100304-3515,middle_shallow,right_shallow,left_shallow,middle_shallow,middle_deep
3378,2021100304-3809,right_deep,right_shallow,middle_shallow,left_shallow,right_deep
3379,2021100305-126,middle_shallow,middle_shallow,right_shallow,middle_shallow,left_shallow
3380,2021100305-200,middle_deep,middle_deep,other,left_shallow,other
3381,2021100305-251,right_deep,left_deep,other,right_shallow,other
3382,2021100305-317,middle_deep,right_shallow,middle_shallow,left_shallow,middle_deep
3383,2021100305-374,right_shallow,middle_deep,middle_deep,right_shallow,middle_deep
3384,2021100305-463,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_shallow
3385,2021100305-511,right_shallow,middle_deep,left_shallow,left_shallow,left_shallow
3386,2021100305-533,middle_shallow,middle_shallow,left_shallow,left_shallow,middle_shallow
3387,2021100305-555,middle_deep,middle_shallow,other,other,middle_deep
3388,2021100305-757,middle_shallow,right_shallow,middle_shallow,middle_shallow,middle_deep
3389,2021100305-779,middle_deep,right_shallow,right_shallow,right_shallow,left_shallow
3390,2021100305-936,middle_shallow,middle_shallow,other,left_shallow,middle_shallow
3391,2021100305-1003,middle_deep,left_deep,other,right_shallow,other
3392,2021100305-1025,left_deep,left_shallow,middle_shallow,right_shallow,middle_shallow
3393,2021100305-1134,middle_shallow,middle_shallow,middle_shallow,left_shallow,left_shallow
3394,2021100305-1156,right_shallow,middle_shallow,left_shallow,middle_deep,left_shallow
3395,2021100305-1262,middle_deep,middle_deep,other,other,left_shallow
3396,2021100305-1307,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_shallow
3397,2021100305-1479,right_shallow,middle_shallow,other,middle_shallow,middle_shallow
3398,2021100305-1512,middle_shallow,middle_deep,right_shallow,middle_deep,middle_shallow
3399,2021100305-1553,middle_shallow,middle_shallow,other,other,right_shallow
3400,2021100305-1613,left_shallow,middle_shallow,middle_shallow,right_shallow,right_shallow
3401,2021100305-1785,right_shallow,middle_deep,middle_shallow,middle_shallow,right_shallow
3402,2021100305-1807,left_shallow,left_shallow,right_shallow,left_shallow,middle_deep
3403,2021100305-1925,right_shallow,middle_deep,middle_shallow,right_shallow,left_shallow
3404,2021100305-1975,middle_deep,right_deep,other,other,middle_deep
3405,2021100305-2023,middle_shallow,right_deep,other,other,left_deep
3406,2021100305-2052,right_deep,right_deep,other,other,right_shallow
3407,2021100305-2074,middle_deep,middle_deep,left_shallow,other,middle_deep
3408,2021100305-2096,middle_deep,right_shallow,left_shallow,other,middle_deep
3409,2021100305-2228,left_deep,middle_deep,right_shallow,middle_shallow,middle_shallow
3410,2021100305-2252,right_shallow,middle_deep,left_shallow,left_shallow,right_shallow
3411,2021100305-2349,right_shallow,middle_shallow,left_shallow,middle_shallow,middle_deep
3412,2021100305-2393,middle_shallow,middle_deep,middle_deep,middle_deep,middle_shallow
3413,2021100305-2538,left_shallow,middle_deep,other,other,right_deep
3414,2021100305-2579,right_deep,middle_deep,other,right_shallow,other
3415,2021100305-2633,middle_shallow,middle_deep,right_shallow,left_shallow,right_shallow
3416,2021100305-2655,middle_shallow,middle_deep,other,other,left_shallow
3417,2021100305-2816,right_deep,right_deep,middle_deep,middle_shallow,middle_shallow
3418,2021100305-2884,middle_shallow,middle_shallow,middle_shallow,other,left_shallow
3419,2021100305-2929,middle_deep,middle_deep,other,other,middle_shallow
3420,2021100305-3036,middle_deep,left_shallow,left_shallow,right_shallow,left_shallow
3421,2021100305-3058,right_shallow,middle_shallow,middle_shallow,other,left_shallow
3422,2021100305-3288,left_shallow,left_shallow,left_shallow,middle_deep,left_deep
3423,2021100305-3422,middle_deep,middle_shallow,left_shallow,middle_deep,middle_shallow
3424,2021100305-3441,right_shallow,middle_shallow,right_shallow,other,right_shallow
3425,2021100305-3497,right_deep,middle_deep,other,left_shallow,other
3426,2021100305-3544,middle_deep,middle_deep,left_shallow,other,middle_deep
3427,2021100305-3589,middle_deep,right_deep,right_deep,middle_shallow,middle_deep
3428,2021100305-3611,left_deep,right_deep,other,other,middle_deep
3429,2021100305-3715,right_shallow,middle_shallow,left_shallow,left_shallow,middle_shallow
3430,2021100305-3787,right_shallow,middle_deep,right_shallow,right_shallow,middle_deep
3431,2021100305-3811,middle_shallow,middle_shallow,left_shallow,middle_shallow,left_shallow
3432,2021100305-3853,middle_deep,right_shallow,left_shallow,left_shallow,middle_deep
3433,2021100305-3958,other,middle_deep,other,other,right_deep
3434,2021100305-3998,left_deep,middle_deep,middle_shallow,left_shallow,right_shallow
3435,2021100305-4020,right_shallow,right_shallow,right_shallow,middle_shallow,middle_deep
3436,2021100305-4042,middle_deep,right_deep,middle_shallow,middle_shallow,left_shallow
3437,2021100305-4066,left_deep,middle_deep,middle_deep,left_shallow,middle_deep
3438,2021100305-4103,middle_deep,right_deep,middle_shallow,middle_shallow,left_shallow
3439,2021100305-4125,middle_deep,middle_deep,middle_shallow,right_shallow,middle_deep
3440,2021100305-4164,middle_deep,middle_deep,middle_shallow,middle_shallow,left_shallow
3441,2021100305-4205,middle_deep,middle_deep,right_shallow,middle_shallow,middle_deep
3442,2021100306-83,right_shallow,left_shallow,middle_deep,right_shallow,middle_shallow
3443,2021100306-104,right_shallow,middle_deep,other,middle_shallow,right_deep
3444,2021100306-198,left_deep,middle_shallow,middle_deep,right_shallow,middle_deep
3445,2021100306-248,middle_deep,middle_deep,right_shallow,left_shallow,middle_shallow
3446,2021100306-314,middle_shallow,middle_shallow,left_shallow,right_shallow,middle_deep
3447,2021100306-363,left_deep,middle_deep,right_shallow,other,left_deep
3448,2021100306-385,right_shallow,middle_shallow,left_deep,left_shallow,middle_deep
3449,2021100306-679,middle_deep,middle_deep,middle_shallow,left_shallow,other
3450,2021100306-719,middle_deep,middle_shallow,middle_deep,right_shallow,left_shallow
3451,2021100306-799,right_shallow,middle_deep,middle_shallow,left_shallow,middle_deep
3452,2021100306-876,middle_deep,middle_deep,middle_shallow,left_shallow,other
3453,2021100306-998,left_shallow,right_shallow,middle_shallow,middle_shallow,middle_shallow
3454,2021100306-1144,left_shallow,left_shallow,middle_shallow,middle_shallow,middle_shallow
3455,2021100306-1192,middle_deep,middle_deep,middle_shallow,left_deep,other
3456,2021100306-1340,middle_deep,middle_shallow,right_shallow,other,other
3457,2021100306-1402,middle_shallow,right_deep,right_shallow,left_shallow,left_shallow
3458,2021100306-1462,middle_deep,right_deep,right_shallow,right_shallow,middle_deep
3459,2021100306-1515,middle_deep,left_shallow,left_deep,middle_shallow,right_deep
3460,2021100306-1675,left_shallow,middle_deep,middle_deep,middle_shallow,right_shallow
3461,2021100306-1735,middle_deep,middle_deep,right_shallow,middle_shallow,middle_deep
3462,2021100306-1807,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
3463,2021100306-1850,middle_deep,middle_deep,middle_deep,other,middle_deep
3464,2021100306-1936,left_shallow,right_shallow,middle_shallow,other,middle_shallow
3465,2021100306-2033,middle_deep,left_deep,other,left_shallow,other
3466,2021100306-2082,middle_shallow,middle_deep,right_shallow,middle_deep,middle_shallow
3467,2021100306-2111,left_shallow,right_deep,right_shallow,left_shallow,middle_shallow
3468,2021100306-2139,left_deep,middle_deep,middle_shallow,left_shallow,other
3469,2021100306-2172,middle_deep,left_shallow,left_shallow,left_shallow,middle_deep
3470,2021100306-2256,middle_shallow,middle_shallow,middle_shallow,left_shallow,middle_shallow
3471,2021100306-2384,right_deep,middle_deep,other,left_shallow,other
3472,2021100306-2466,middle_deep,right_deep,middle_shallow,left_shallow,middle_shallow
3473,2021100306-2570,middle_deep,left_shallow,left_shallow,middle_shallow,middle_deep
3474,2021100306-2968,middle_deep,middle_shallow,other,right_shallow,middle_shallow
3475,2021100306-3067,middle_deep,left_deep,left_shallow,middle_shallow,right_deep
3476,2021100306-3228,left_shallow,middle_shallow,right_shallow,middle_deep,left_shallow
3477,2021100306-3324,middle_deep,middle_deep,other,right_shallow,other
3478,2021100306-3443,left_deep,left_shallow,right_shallow,middle_deep,left_shallow
3479,2021100306-3529,right_shallow,middle_shallow,middle_shallow,middle_shallow,right_shallow
3480,2021100306-3602,right_shallow,right_deep,left_shallow,middle_shallow,right_deep
3481,2021100306-3624,middle_deep,middle_deep,right_shallow,other,middle_shallow
3482,2021100306-3648,middle_deep,middle_deep,right_shallow,right_shallow,middle_shallow
3483,2021100306-3676,middle_shallow,right_shallow,middle_deep,other,middle_deep
3484,2021100306-3702,middle_deep,left_shallow,left_shallow,right_shallow,middle_shallow
3485,2021100306-3747,middle_shallow,left_shallow,left_shallow,right_shallow,middle_shallow
3486,2021100306-3769,right_shallow,left_shallow,right_shallow,middle_shallow,right_shallow
3487,2021100306-3870,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
3488,2021100306-3947,middle_deep,middle_deep,middle_shallow,middle_shallow,other
3489,2021100306-4055,middle_shallow,middle_shallow,middle_shallow,left_shallow,middle_deep
3490,2021100306-4114,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
3491,2021100306-4187,middle_deep,middle_deep,middle_deep,right_shallow,middle_shallow
3492,2021100307-109,middle_deep,middle_deep,other,right_shallow,left_shallow
3493,2021100307-203,middle_deep,middle_deep,other,other,right_shallow
3494,2021100307-362,middle_deep,middle_shallow,middle_shallow,middle_deep,middle_shallow
3495,2021100307-433,left_deep,right_shallow,right_shallow,left_shallow,left_deep
3496,2021100307-482,middle_deep,middle_shallow,middle_shallow,left_shallow,right_deep
3497,2021100307-604,middle_deep,middle_deep,left_shallow,right_shallow,right_shallow
3498,2021100307-725,middle_shallow,right_shallow,middle_shallow,other,middle_deep
3499,2021100307-749,middle_deep,middle_deep,left_shallow,middle_shallow,middle_deep
3500,2021100307-818,middle_deep,right_deep,other,right_shallow,other
